ï»¿video_id,author,comment_text,published_at,like_count,cleaned_comment_text,target,combined_text,has_judi_site,financial_term_count,has_high_confidence_phrase,has_currency,site_plus_financial,site_plus_phrase,financial_plus_currency,definite_judol,raw_score,judol_score,risk_category,confidence
QQlQDnP3-0A,@crewmate-u3o,Telat 3 jam bang,8/4/24 3:04,0,telat 3 jam bang,0,telat 3 jam bang telat 3 jam bang,0,0,0,0,0,0,0,0,0.0,0.0,Very Low,Low
AqN58gMU9HI,@Sainan-m4r,Jgn pernah maen di ganas33 situs ini ngga fair,10/10/25 11:08,0,jgn pernah maen ganas33 situs ngga fair,1,jgn pernah maen ganas33 situs ngga fair jgn pernah maen di ganas33 situs ini ngga fair,1,0,0,0,0,0,0,0,4.0,0.6666666666666666,Low,Low
nKh0o6Vdb1Y,@billiekelliher,https://youtu.be/ONM7nX0r1rw,5/13/21 4:43,0,https youtu beonm7nx0r1rw,0,https youtu beonm7nx0r1rw https://youtu.be/onm7nx0r1rw,0,0,0,0,0,0,0,0,0.0,0.0,Very Low,Low
GXYCZNhj9m4,@SittiParamau-i6r,Knpa Tdak Bisa Di Download Kak?O,8/29/25 13:57,0,knpa tdak di download kak,0,knpa tdak di download kak knpa tdak bisa di download kak?o,0,0,0,0,0,0,0,0,0.0,0.0,Very Low,Low
a8h842pw4io,@arifhi7490,Gerbang Olympus,5/14/25 3:08,0,gerbang olympus,0,gerbang olympus gerbang olympus,0,0,0,0,0,0,0,0,0.0,0.0,Very Low,Low
qmOLtTGvsbM,@NancyGipson-xi4yk,I am d,7/18/25 18:20,0,i am,0,i am i am d,0,0,0,0,0,0,0,0,0.0,0.0,Very Low,Low
fBOvF9HKagQ,@FLESSMC,Bang RTP boleh ikut mabar,7/26/25 7:30,3,bang rtp ikut mabar,1,bang rtp ikut mabar bang rtp boleh ikut mabar,0,0,0,0,0,0,0,0,0.0,0.0,Very Low,Low
tkGSf2F-3ho,@kumaichannel728,2 ffa riyanto dan IBK akan membuktikan asmek mas bay.terbaik seASEAN atau tidak!!!,5/18/25 17:21,0,2 ffa riyanto ibk bukti asmek mas bay baik seasean tidak,0,2 ffa riyanto ibk bukti asmek mas bay baik seasean tidak 2 ffa riyanto dan ibk akan membuktikan asmek mas bay.terbaik seasean atau tidak!!!,0,0,0,0,0,0,0,0,0.0,0.0,Very Low,Low
4k6rzuj0bWI,@BilaPadi,Demi apa kirain kai EXO. Mau aja langsung otw ke ig nya -,11/10/25 14:01,39,apa kirain kai exo mau aja langsung otw ig nya,0,apa kirain kai exo mau aja langsung otw ig nya demi apa kirain kai exo. mau aja langsung otw ke ig nya -,0,0,0,0,0,0,0,0,0.0,0.0,Very Low,Low
0VOhIR3bnXY,@kopipahit938,Juan Reza semua lagu trending. Hebat,11/11/25 13:32,2,juan reza semua lagu trending hebat,0,juan reza semua lagu trending hebat juan reza semua lagu trending. hebat,0,0,0,0,0,0,0,0,0.0,0.0,Very Low,Low
9Q0nF2ukKIY,@RanjitKumar-tg4nb,Sukses terus mbak4d2 setiap konten menarik buat betah disini dan dapat rejeki main di mbak4d2 selalu lancar,3/29/25 3:56,109,sukses terus mbak4d2 konten tarik buat betah sini dapat rejeki main mbak4d2 selalu lancar,1,sukses terus mbak4d2 konten tarik buat betah sini dapat rejeki main mbak4d2 selalu lancar sukses terus mbak4d2 setiap konten menarik buat betah disini dan dapat rejeki main di mbak4d2 selalu lancar,1,1,0,1,1,0,0,0,15.0,2.5,Medium,Low
R-qlSVSdea0,@sriwidi557,Udh daptar caranya dapetin skater hitam gimana wlzphy88,4/24/25 1:21,0,udh daptar cara dapetin skater hitam gimana pesiar88,1,udh daptar cara dapetin skater hitam gimana pesiar88 udh daptar caranya dapetin skater hitam gimana wlzphy88,1,0,0,0,0,0,0,0,4.0,0.6666666666666666,Low,Low
6FicGi10Y3s,@parksutoo,Sukabumi hadir mang,5/29/25 18:27,0,sukabumi hadir mang,0,sukabumi hadir mang sukabumi hadir mang,0,0,0,0,0,0,0,0,0.0,0.0,Very Low,Low
R-qlSVSdea0,@citrasusanto708,"Salam wlzphy88! gampang Jepe ,Sehat selalu buat semuanya",4/23/25 17:42,0,salam pesiar88 gampang jepe sehat selalu buat semua,1,"salam pesiar88 gampang jepe sehat selalu buat semua salam wlzphy88! gampang jepe ,sehat selalu buat semuanya",1,1,0,0,1,0,0,0,12.0,2.0,Medium,Low
G6xkkSX9q1Q,@Hi123Hi-td1xo,"Sumpah, vibes-nya pas banget! Kalau lo suka yang kayak gini, lo bakal betah banget mantengin ××!",10/10/25 20:30,0,sumpah vibes-nya pas banget kalau lo suka kayak gin lo bakal betah banget mantengin pstoto99,1,"sumpah vibes-nya pas banget kalau lo suka kayak gin lo bakal betah banget mantengin pstoto99 sumpah, vibes-nya pas banget! kalau lo suka yang kayak gini, lo bakal betah banget mantengin ××!",1,1,0,0,1,0,0,0,12.0,2.0,Medium,Low
Odr1x777Gtg,@ponczek3678,keep gambling,5/20/24 7:59,0,keep gambling,1,keep gambling keep gambling,0,0,0,0,0,0,0,0,0.0,0.0,Very Low,Low
ejZzv9CGBkY,@oyepudy,Rtp  masih muncul,11/26/23 1:38,0,rtp muncul,1,rtp muncul rtp  masih muncul,0,0,0,0,0,0,0,0,0.0,0.0,Very Low,Low
i8gGsYiSdQE,@CommanderBacara,kratos udah baik2 nyuruh minggir tapi malah pada nantangin,10/6/25 12:47,0,kratos udah baik2 nyuruh minggir malah nantangin,0,kratos udah baik2 nyuruh minggir malah nantangin kratos udah baik2 nyuruh minggir tapi malah pada nantangin,0,0,0,0,0,0,0,0,0.0,0.0,Very Low,Low
GXYCZNhj9m4,@Miko04XL,Nemu judul di capcut makanya ke sini,6/18/25 5:05,0,nemu judul capcut makanya sini,0,nemu judul capcut makanya sini nemu judul di capcut makanya ke sini,0,0,0,0,0,0,0,0,0.0,0.0,Very Low,Low
jV3GwXkcpzI,@PeriBadur-j4n,Jp diak ,2/17/24 1:18,1,jp diak,0,jp diak jp diak ,0,1,0,0,0,0,0,0,2.0,0.3333333333333333,Low,Low
JpaK8OhL4FI,@Neo0_9S8Q6K2,Senang banget hasil dari éÜæÜð× bikin hariku makin ceria!,8/25/25 19:36,0,senang banget hasil visi4d bikin hari makin ceria,1,senang banget hasil visi4d bikin hari makin ceria senang banget hasil dari éüæüð× bikin hariku makin ceria!,1,0,0,0,0,0,0,0,4.0,0.6666666666666666,Low,Low
JpaK8OhL4FI,@aarushishivam942,Sangat keren! Meraih kemenangan besar di éÜæÜð× langsung berlibur ke luar negeri!,8/25/25 19:47,0,sangat keren raih menang besar visi4d langsung libur luar negeri,1,sangat keren raih menang besar visi4d langsung libur luar negeri sangat keren! meraih kemenangan besar di éüæüð× langsung berlibur ke luar negeri!,1,1,0,0,1,0,0,0,12.0,2.0,Medium,Low
JpaK8OhL4FI,@Abuzar-v9c,Akhirrrnyaaa bagus konten abang !! luar biasa coba main di IéÜæÜð×,8/25/25 19:41,0,akhirrrnyaaa bagus konten abang luar biasa coba main visi4d,1,akhirrrnyaaa bagus konten abang luar biasa coba main visi4d akhirrrnyaaa bagus konten abang !! luar biasa coba main di iéüæüð×,1,0,0,0,0,0,0,0,4.0,0.6666666666666666,Low,Low
oiTkaG5Vd-c,@ekosutrisno3403,Wihh mantap bosq,10/24/25 5:01,0,wihh mantap bosq,0,wihh mantap bosq wihh mantap bosq,0,0,0,0,0,0,0,0,0.0,0.0,Very Low,Low
i8gGsYiSdQE,@SanteIky,Bukan saudara tiri tapi kandung soalnya kalo satu bapa tapi beda mama itu saudara kandung tapi jika kebalikannya itu baru saudara tiri karena benih yang di berikan itu berbeda,7/10/25 13:57,2,bukan saudara tiri kandung soal kalo satu bapa beda mama saudara kandung jika balik baru saudara tiri benih di ikan beda,0,bukan saudara tiri kandung soal kalo satu bapa beda mama saudara kandung jika balik baru saudara tiri benih di ikan beda bukan saudara tiri tapi kandung soalnya kalo satu bapa tapi beda mama itu saudara kandung tapi jika kebalikannya itu baru saudara tiri karena benih yang di berikan itu berbeda,0,0,0,0,0,0,0,0,0.0,0.0,Very Low,Low
oiTkaG5Vd-c,@HamzaWorld181,07:58 Solusi akhir bulan memang BERKAH99 ini kantong tipis akhirnya tebal kembali -,10/24/25 12:40,0,07 58 solusi akhir bulan memang berkah99 kantong tipis akhir tebal money,1,07 58 solusi akhir bulan memang berkah99 kantong tipis akhir tebal money 07:58 solusi akhir bulan memang berkah99 ini kantong tipis akhirnya tebal kembali -,1,0,0,1,0,0,0,0,7.0,1.1666666666666667,Medium,Low
jiZkB9-dq7Y,@bagusRahayuputra,Udah tau lama muka asli bang minyu dari VT lama + FB ,8/31/25 14:32,0,udah tau lama muka asli bang minyu vt lama fb,0,udah tau lama muka asli bang minyu vt lama fb udah tau lama muka asli bang minyu dari vt lama + fb ,0,0,0,0,0,0,0,0,0.0,0.0,Very Low,Low
JpaK8OhL4FI,@PutuDarma-bd5zc,Bang ijin.. Di BALI ADA NGAKAK BANG.. SHOPNYA BANG,8/26/25 11:42,0,bang ijin bal ngakak bang shopnya bang,0,bang ijin bal ngakak bang shopnya bang bang ijin.. di bali ada ngakak bang.. shopnya bang,0,0,0,0,0,0,0,0,0.0,0.0,Very Low,Low
7TdakEquwWk,@Oriza_rainbow_010,2:19 nah ini yg lgi viral paling best memang,10/29/25 10:38,4,2 19 nah yg lgi viral paling best memang,0,2 19 nah yg lgi viral paling best memang 2:19 nah ini yg lgi viral paling best memang,0,0,0,0,0,0,0,0,0.0,0.0,Very Low,Low
fttefJz8TK8,@ZainalAbidin-dz5wk,Liat lidah nya bos .klo dewasa hitam lidah nya klo gk per caya. Di rumah banyak dpt mikat gk bli,3/1/24 15:56,0,liat lidah nya bos klo dewasa hitam lidah nya klo gk per caya rumah banyak dpt mikat gk bli,0,liat lidah nya bos klo dewasa hitam lidah nya klo gk per caya rumah banyak dpt mikat gk bli liat lidah nya bos .klo dewasa hitam lidah nya klo gk per caya. di rumah banyak dpt mikat gk bli,0,0,0,0,0,0,0,0,0.0,0.0,Very Low,Low
ZjQwW3di4MY,@eb47pubg83,Ti hala spare lind kur bimbima ka pi bari*,9/28/20 6:17,0,ti hala spare lind kur bimbima ka pi bari,0,ti hala spare lind kur bimbima ka pi bari ti hala spare lind kur bimbima ka pi bari*,0,0,0,0,0,0,0,0,0.0,0.0,Very Low,Low
,11-09-25,0,gacor memang,,,0, 0,0,0,0,0,0,0,0,0,0.0,0.0,Very Low,Low
ZGfyDiZL544,@kobobal-e2j,"50+30 TO x5 
 @ÔÖ ",9/12/25 14:32,0,5030 to x5 spin68,1,"5030 to x5 spin68 50+30 to x5 
 @ôö ",0,1,0,0,0,0,0,0,2.0,0.3333333333333333,Low,Low
tkGSf2F-3ho,@rizkyandreawan9995,Ditunggu konten selanjutnya om,5/19/25 12:49,0,tunggu konten lanjut om,0,tunggu konten lanjut om ditunggu konten selanjutnya om,0,0,0,0,0,0,0,0,0.0,0.0,Very Low,Low
MvgU9fO6wDw,@ifangaming1,Bang minyu suruh face reafeal titik!,3/21/25 7:29,0,bang minyu suruh face reafeal titik,0,bang minyu suruh face reafeal titik bang minyu suruh face reafeal titik!,0,0,0,0,0,0,0,0,0.0,0.0,Very Low,Low
9Q0nF2ukKIY,@HienMaidz9okz_096, Sensasi Main yang Beda! ArwanaToto Bikin Semua Jadi Berani Coba Lagi!,11/12/25 5:10,0,sensasi main beda arwanatoto bikin semua jadi berani coba,1,sensasi main beda arwanatoto bikin semua jadi berani coba  sensasi main yang beda! arwanatoto bikin semua jadi berani coba lagi!,1,0,0,0,0,0,0,0,4.0,0.6666666666666666,Low,Low
ZGfyDiZL544,@kaumjelata-z9d,"Inti nya nominal wd tidak bisa melebihi depo,mau rtp kek mau apalah sebutan itu akun kita sudah terbaca algoritma nya jadi mau uang 1 trilyun pun juga bakalan habis tak tersisa",8/1/25 23:51,0,inti nya nominal wd bisa lebih depo mau rtp kek mau apa sebut akun sudah baca algoritma nya jadi mau uang 1 trilyun juga bakal habis tak sisa,1,"inti nya nominal wd bisa lebih depo mau rtp kek mau apa sebut akun sudah baca algoritma nya jadi mau uang 1 trilyun juga bakal habis tak sisa inti nya nominal wd tidak bisa melebihi depo,mau rtp kek mau apalah sebutan itu akun kita sudah terbaca algoritma nya jadi mau uang 1 trilyun pun juga bakalan habis tak tersisa",0,2,0,0,0,0,0,0,4.0,0.6666666666666666,Low,Low
fttefJz8TK8,@RudiYanto-k9o,Apa pakan nya biar cepat bunyi tolong impo,9/27/25 13:54,0,apa pakan nya biar cepat bunyi impo,0,apa pakan nya biar cepat bunyi impo apa pakan nya biar cepat bunyi tolong impo,0,0,0,0,0,0,0,0,0.0,0.0,Very Low,Low
bWp_3_CWaBs,@kevinzammora8177,SO STUPID RONNIE §©©©©©,4/7/23 14:32,0,so stupid ronnie,0,so stupid ronnie so stupid ronnie §©©©©©,0,0,0,0,0,0,0,0,0.0,0.0,Very Low,Low
kPs8Qy2Ezko,@saminchan5035,Ò emang teman terbaik ku,3/28/25 9:17,0,xuxu4d emang teman baik ku,1,xuxu4d emang teman baik ku ò emang teman terbaik ku,0,0,0,0,0,0,0,0,0.0,0.0,Very Low,Low
PSHMim6YAtI,@herdinstawulo,Kembalikan STY,10/14/25 10:38,0,kembali sty,0,kembali sty kembalikan sty,0,0,0,0,0,0,0,0,0.0,0.0,Very Low,Low
pÅÑ,,,,,,0, ,0,0,0,0,0,0,0,0,0.0,0.0,Very Low,Low
CDYT6uMMCy4,@Pnkiiibaee,Telat dikit gak ngaruhh,5/10/25 8:08,1,telat dikit gak ngaruhh,0,telat dikit gak ngaruhh telat dikit gak ngaruhh,0,0,0,0,0,0,0,0,0.0,0.0,Very Low,Low
On3VgZu5wNo,@yraehn,damn animation,12/10/24 18:06,0,damn animation,0,damn animation damn animation,0,0,0,0,0,0,0,0,0.0,0.0,Very Low,Low
0VOhIR3bnXY,@iopn121,12:10 Keren natural! ÕØåÞÔÛõõ,11/12/25 5:28,0,12 10 keren natural berkah99,1,12 10 keren natural berkah99 12:10 keren natural! õøåþôûõõ,1,0,0,1,0,0,0,0,7.0,1.1666666666666667,Medium,Low
oiTkaG5Vd-c,@BARGADIAANDHI,"Sekali coba ××, langsung ngerti kenapa banyak yang betah ",10/24/25 19:25,0,sekali coba pstoto99 langsung ngerti banyak betah,1,"sekali coba pstoto99 langsung ngerti banyak betah sekali coba ××, langsung ngerti kenapa banyak yang betah ",1,1,0,0,1,0,0,0,12.0,2.0,Medium,Low
EBIuhAgsRkY,@Roni_Manilani,Timur menyalah%%%,10/31/25 15:22,0,timur salah,0,timur salah timur menyalah%%%,0,0,0,0,0,0,0,0,0.0,0.0,Very Low,Low
kuSdp5dyX8U,@PutramaulanaMaulana-s2d,Mantab sih mirib dewa zeus versi nyata,4/14/25 12:38,0,mantab sih mirib dewa zeus versi nyata,0,mantab sih mirib dewa zeus versi nyata mantab sih mirib dewa zeus versi nyata,0,0,0,0,0,0,0,0,0.0,0.0,Very Low,Low
G6xkkSX9q1Q,@Heagency,"Ga mau ketinggalan 40x run berikut, baru masuk $18k GROK681H semalem",10/8/25 11:46,0,ga mau tinggal 40x run ikut baru masuk 18k grok681h semalem,1,"ga mau tinggal 40x run ikut baru masuk 18k grok681h semalem ga mau ketinggalan 40x run berikut, baru masuk $18k grok681h semalem",0,0,0,1,0,0,0,0,3.0,0.5,Low,Low
9Q0nF2ukKIY,@sriwidi557,emang wlzphy88 terbaik sih,4/24/25 1:21,0,emang pesiar88 baik sih,1,emang pesiar88 baik sih emang wlzphy88 terbaik sih,1,0,0,0,0,0,0,0,4.0,0.6666666666666666,Low,Low
jV3GwXkcpzI,@HenDri-d6g5z,"Jadi kalau Ado urang manyalang pitih kini....Jaan disalangAn...  Apolai Diateh saratuih....

Kok kecek untuak pambali bareh...SE agiah 20 ribu....kok Iyo Bana abih barehhh e..dirumah . Ituang basadakah Wak ..

Jan picayo pitih banyak disalangAn kiniiii...banyak panduto dek slot ko....dri alim sampai nan sok alim gai..nan dak alim apo lai ......",2/17/24 5:50,2,jadi kalau ado urang manyalang pitih kini jaan salang apolai diateh saratuih kok kecek untuak pambali bareh se agiah 20 ribu kok iyo bana abih barehhh e rumah ituang basadakah wak jan picayo pitih banyak salang kiniiii banyak panduto dek slot ko dri alim nan sok alim gai nan dak alim apo lai,1,"jadi kalau ado urang manyalang pitih kini jaan salang apolai diateh saratuih kok kecek untuak pambali bareh se agiah 20 ribu kok iyo bana abih barehhh e rumah ituang basadakah wak jan picayo pitih banyak salang kiniiii banyak panduto dek slot ko dri alim nan sok alim gai nan dak alim apo lai jadi kalau ado urang manyalang pitih kini....jaan disalangan...  apolai diateh saratuih....

kok kecek untuak pambali bareh...se agiah 20 ribu....kok iyo bana abih barehhh e..dirumah . ituang basadakah wak ..

jan picayo pitih banyak disalangan kiniiii...banyak panduto dek slot ko....dri alim sampai nan sok alim gai..nan dak alim apo lai ......",0,1,0,1,0,0,0,0,5.0,0.8333333333333333,Low,Low
9ac4-rsQI50,@KampungDjKaneKece,Izin meramaikan kakaL,11/11/25 14:01,0,izin ramai kaka,0,izin ramai kaka izin meramaikan kakal,0,0,0,0,0,0,0,0,0.0,0.0,Very Low,Low
YZ4N8jH5R_M,@Danke2u,""" Halo teman-teman, saya ingin berbagi pengalaman terkait platform investasi dan copy trading.""
Awalnya saya dipandu oleh beberapa orang dari Akademi Crypto ( AC ) Tangerang, mulai situs dan depositonya.
Tentu dengan janji2 keuntungan yang signifikan.
1.TRAXEARN. ( Sekarang situsnya menghilangkan jejak )
Saat penarikan, saya tidak bisa menarik deposit dan profitnya sampai sekarang.
2. BIPTRADE   ( Sekarang situsnya menghilangkan jejak termasuk WAnya ).
 Saat penarikan, saya tidak bisa menarik deposit dan profitnya sampai sekarang.
3. MIRROR  EDGE TRADING
  Dimana penarikan dana dijanjikan akan dibayar dengan Bitcoin ( BTC ).
Namun saat penarikan dana justru dilempar kepihak ketiga lewat dompet Coinbase web3,
tapi dalam bentuk token Thoreum V3 ( bukan BTC ).
Untuk Swap ke Btc saya harus bayar ribuan USD, inipun tidak ada jaminan.
Semua bukti transaksi dan komunikasi sudah saya simpan. Inilah salah satu sisi gelap beberapa orang dari Akademi Crypto ini.
Tidak ada yang menyangka orang2 tsb. telah mempertaruhkan reputasi dirinya dan Akademinya.
Tujuan saya memberi edukasi agar teman2 lebih hati-hati terhadap penipuan investasi yang menjanjikan imbal 
hasil tinggi tanpa transparansi.",11/8/25 20:14,0,halo teman ingin bagi alam kait platform investasi copy trading awal pandu beberapa orang akademi crypto ac tangerang mulai situs deposito janji2 untung signifikan 1 traxearn sekarang situs hilang jejak tari tarik deposit profit sekarang 2 biptrade sekarang situs hilang jejak masuk wanya tari tarik deposit profit sekarang 3 mirror edge trading tari dana janji bayar dengan bitcoin btc saat tari dana justru lempar pihak tiga lewat dompet coinbase web3 dalam bentuk token thoreum v3 bukan btc swap btc harus bayar ribu usd ini tidak ada jamin semua bukti transaksi komunikasi simpan ini salah satu sisi gelap beberapa orang akademi crypto ini tidak ada sangka orang2 tsb taruh reputasi diri akademi tuju saya beri edukasi teman2 lebih hati tipu investasi janji imbal hasil tinggi transparansi,1,"halo teman ingin bagi alam kait platform investasi copy trading awal pandu beberapa orang akademi crypto ac tangerang mulai situs deposito janji2 untung signifikan 1 traxearn sekarang situs hilang jejak tari tarik deposit profit sekarang 2 biptrade sekarang situs hilang jejak masuk wanya tari tarik deposit profit sekarang 3 mirror edge trading tari dana janji bayar dengan bitcoin btc saat tari dana justru lempar pihak tiga lewat dompet coinbase web3 dalam bentuk token thoreum v3 bukan btc swap btc harus bayar ribu usd ini tidak ada jamin semua bukti transaksi komunikasi simpan ini salah satu sisi gelap beberapa orang akademi crypto ini tidak ada sangka orang2 tsb taruh reputasi diri akademi tuju saya beri edukasi teman2 lebih hati tipu investasi janji imbal hasil tinggi transparansi "" halo teman-teman, saya ingin berbagi pengalaman terkait platform investasi dan copy trading.""
awalnya saya dipandu oleh beberapa orang dari akademi crypto ( ac ) tangerang, mulai situs dan depositonya.
tentu dengan janji2 keuntungan yang signifikan.
1.traxearn. ( sekarang situsnya menghilangkan jejak )
saat penarikan, saya tidak bisa menarik deposit dan profitnya sampai sekarang.
2. biptrade   ( sekarang situsnya menghilangkan jejak termasuk wanya ).
 saat penarikan, saya tidak bisa menarik deposit dan profitnya sampai sekarang.
3. mirror  edge trading
  dimana penarikan dana dijanjikan akan dibayar dengan bitcoin ( btc ).
namun saat penarikan dana justru dilempar kepihak ketiga lewat dompet coinbase web3,
tapi dalam bentuk token thoreum v3 ( bukan btc ).
untuk swap ke btc saya harus bayar ribuan usd, inipun tidak ada jaminan.
semua bukti transaksi dan komunikasi sudah saya simpan. inilah salah satu sisi gelap beberapa orang dari akademi crypto ini.
tidak ada yang menyangka orang2 tsb. telah mempertaruhkan reputasi dirinya dan akademinya.
tujuan saya memberi edukasi agar teman2 lebih hati-hati terhadap penipuan investasi yang menjanjikan imbal 
hasil tinggi tanpa transparansi.",0,1,0,1,0,0,0,0,5.0,0.8333333333333333,Low,Low
G6xkkSX9q1Q,@xavifutbol,"Gila banget, liat call kamu Januari soal SOL dan $GROK681H$, gue coba dan akun gue sekarang kayak cheat code È",10/8/25 11:42,0,gila banget liat call kamu januari soal sol grok681h gue coba akun gue sekarang kayak cheat code,1,"gila banget liat call kamu januari soal sol grok681h gue coba akun gue sekarang kayak cheat code gila banget, liat call kamu januari soal sol dan $grok681h$, gue coba dan akun gue sekarang kayak cheat code è",0,0,0,0,0,0,0,0,0.0,0.0,Very Low,Low
