video_id,author,comment_text,published_at,like_count,is_promo
Iza24IvE28c,@babybluez8987,Jauhi yang namanya judi online kawan percayalah ❤,2025-11-09T09:17:33Z,0,False
Iza24IvE28c,@RusmiyatiMunong,Apa situsnya ini bang,2025-10-24T15:27:33Z,2,True
NtxJ9AqJ3uM,@Bas1clyMe,🎉🎉🎉🎉🎉❤❤❤❤❤🎉🎉🎉🎉🎉,2025-11-11T13:45:31Z,0,False
NtxJ9AqJ3uM,@tamarawillingham9231,❤,2025-11-11T12:09:00Z,0,False
NtxJ9AqJ3uM,@dwaynefountain4958,🔥🔥🔥🔥🔥,2025-11-11T09:21:34Z,0,False
NtxJ9AqJ3uM,@markson6726,💰💰💰💰💰💰,2025-11-11T06:41:06Z,0,False
NtxJ9AqJ3uM,@lucianafletcher2987,❤❤❤❤🎉🎉🎉🎉,2025-11-11T05:30:50Z,0,False
NtxJ9AqJ3uM,@darnellbonner557,❤❤❤🙏🏽🙏🏽🙏🏽,2025-11-11T02:03:03Z,0,False
NtxJ9AqJ3uM,@valeriecole6275,❤❤❤,2025-11-11T01:35:59Z,0,False
NtxJ9AqJ3uM,@claire2d268,❤❤❤,2025-11-11T01:04:01Z,0,False
NtxJ9AqJ3uM,@kimjohnson6773,❤❤❤,2025-11-11T01:03:03Z,0,False
zgjtD9slFBQ,@NoGambleNoFuture2.0,LFG🎉,2025-11-11T11:33:04Z,0,False
zgjtD9slFBQ,@muhammadfauzanwahyudin9865,Indonesian,2025-11-11T11:20:36Z,0,False
zgjtD9slFBQ,@jonfikrampg7583,gg,2025-11-11T11:18:58Z,0,False
34oRN_Tocnc,@Elchucoxicana,Yes!,2025-11-06T07:15:47Z,0,False
34oRN_Tocnc,@ayeminsoe-v3h,လီပဲ,2025-10-03T17:10:56Z,0,False
34oRN_Tocnc,@BelmonteCowgirlUp,👀🎉🎰🎉,2025-09-01T01:46:59Z,1,False
34oRN_Tocnc,@MyoMin-g3t,လီးပဲဟုတ်မှာပေါ့ကွာ,2025-08-20T08:15:45Z,0,False
34oRN_Tocnc,@davidcastro6631,Fake,2025-08-12T23:19:14Z,0,False
34oRN_Tocnc,@QuintValentina,👍👍👍,2025-08-12T12:18:49Z,0,False
34oRN_Tocnc,@JustinAura-p5b,👍,2025-08-12T08:42:43Z,0,False
34oRN_Tocnc,@MaikBrianna,😊😊😊,2025-08-12T06:42:06Z,0,False
34oRN_Tocnc,@NarkisPortia,👍👍👍,2025-08-11T10:52:50Z,0,False
34oRN_Tocnc,@rachelklueck9264,🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆,2025-08-02T19:42:36Z,0,False
34oRN_Tocnc,@Rosannadana,❤❤❤❤❤,2025-08-02T19:07:15Z,0,False
34oRN_Tocnc,@紫微星-x4d,多了,2025-07-27T09:09:12Z,0,False
34oRN_Tocnc,@dwilliams-WSOP,AI?,2025-07-21T03:37:31Z,0,False
34oRN_Tocnc,@mrsid1640,🔥🔥🔥🔥🔥,2025-07-21T01:58:06Z,0,False
34oRN_Tocnc,@Wanda1989,Fake,2025-07-20T22:57:15Z,0,False
34oRN_Tocnc,@adriansmith5428,😮,2025-07-16T00:36:53Z,0,False
34oRN_Tocnc,@ITKxistence,Wtf,2025-07-14T18:59:13Z,0,False
34oRN_Tocnc,@owisejr,Nice,2025-07-10T00:34:12Z,0,False
34oRN_Tocnc,@freespirit8311,🤑🤑🤑,2025-07-09T03:13:02Z,0,False
34oRN_Tocnc,@casinopassion3612,fake,2025-07-01T05:22:26Z,1,False
34oRN_Tocnc,@MechelleAlima,Wow,2025-06-28T10:49:09Z,1,False
34oRN_Tocnc,@danielbaez3261,🎉,2025-06-26T16:34:37Z,1,False
04F1eKHPE5U,@Gatotti,Ejekaan seluruh dunia jangan terlihat medioker,2025-11-10T06:51:09Z,0,False
04F1eKHPE5U,@Roshan_3590,😂😂😂😂,2025-11-10T03:56:05Z,0,False
04F1eKHPE5U,@ericthekop9624,😅😅😅,2025-11-10T00:59:39Z,0,False
04F1eKHPE5U,@barneschris5148,😂😂😂,2025-11-10T00:09:46Z,0,False
04F1eKHPE5U,@martinohanrahan4170,😂😂😂,2025-11-09T20:57:30Z,0,False
04F1eKHPE5U,@feelohsof,Arab money back again,2025-11-09T19:44:14Z,0,False
R-qlSVSdea0,@JuRemi-du8js,Aku kalah teyus om,2025-11-11T14:06:18Z,0,False
R-qlSVSdea0,@DonnymartinMartin,Buat apa menguntungkan kemboja mereka kalau ga karna judi mereka ga hidup itu berhenti lah main. judi kalau anda ga berenti main jidi hidup anda akan hancur anda akan miskin gila,2025-11-10T13:59:24Z,0,True
R-qlSVSdea0,@riskianggaraaj,"Sekali maxswin bilang jp jp jp, pala kou modal aj blm balik, maxswin 17 jeti 
tapi rungkad nya seharga mobil kontener cok😂",2025-11-08T21:52:40Z,0,False
R-qlSVSdea0,@ivannovianto576,"Ada nama JUDOL Dayak 777...
Heyyy... Orang Dayak....  Nama baik lo dicemarkan bahkan diJual dijadikan nama JUDI ONLINE SLOTs😂😂😂😂

DAYAK 777....JUDOL SLOTs",2025-11-07T22:54:43Z,0,True
R-qlSVSdea0,@AyahHilman,"TPI KLO sya MH maen slot ga prnah ngarepin mnang karna cuma untuk iseng2 aja ngobatin rasa cape dan stres.
 Anggap aja jajan maen PS Kya waktu kcil.
 Toh sya MH KLO depo jga pling gede 10 rbu doang",2025-11-06T05:17:42Z,0,True
R-qlSVSdea0,@AhidAsep,Knapa pemerintah ga tindak bandar dan tutup semua situs judol,2025-10-29T17:50:28Z,0,True
R-qlSVSdea0,@iyungakbar4611,jgn diajarin donk kak😂,2025-10-28T11:50:19Z,0,False
R-qlSVSdea0,@SulthonHakim-pg2uy,"Cara login gimana bang, gw baru pertama kali. Main",2025-10-27T21:31:11Z,0,False
R-qlSVSdea0,@shofimubarok8826,Alasan knp judol tdk di blokir krna cuan buat para oknum kmdgi,2025-10-26T06:59:19Z,0,False
R-qlSVSdea0,@rudirita2154,Apalagi slot kpkgg jangan perna di daptar itu akun penipu,2025-10-25T12:05:26Z,0,True
R-qlSVSdea0,@LayKul,Depo sendiri main sendiri Menang saldo sendiri kalah ya sudah pasti dong❤❤❤❤❤❤,2025-10-17T13:43:43Z,0,False
R-qlSVSdea0,@NallsStory,"Sebenernya mau stop judi online gampang banget, tinggal cut aja aliran dana nya , misal kalo terdeteksi transferan dari negara kamboja atau philipin langsung blokir aja rekening nya , karna pda dasarnya bos judol ngegaji karyawan judol tu pake rekening indo , e wallet, gw yakin kalo arus duitnya macet 6 bulan aja gangguin banyak pasti web web yang gak bertahan karna oprasional web judol juga gak murah",2025-10-16T18:05:11Z,2,True
R-qlSVSdea0,@AlvinKurniawan-b3p,"Sebenarnya bukan gada strategi cuman pola untuk menangnya ya banyak, nah itu kita harus nebak, karena pola di mesinnya bisa menghasilkan gambar yg bakal membuat keluar banyak, nah itu bisa dianalisis sebenarnya, tapi masalahnya negliat polanya mesin itu yang buat malas karena terlalu banyak dan sulit dihafal, jadilah disebut untung""an",2025-10-15T09:43:08Z,0,False
R-qlSVSdea0,@TAYORENGASDENGKLOK,Saham juga kalo dijual mines itu larinya kemana uang lebihnya 😂,2025-10-10T05:14:48Z,0,False
R-qlSVSdea0,@Climm021,Bagian judol haram bagian pajak di koar koar wk,2025-10-10T01:21:51Z,1,False
R-qlSVSdea0,@TembokKehidupan69,"Berhenti walaupun rugi dalam berjudi itu lebih baik, dari pada mengharapkan kemenangan namun nambah jatuh terlalu dalam ..",2025-10-07T10:21:59Z,0,False
R-qlSVSdea0,@Arga-jc8xv,Togel kalah terus kk,2025-10-02T05:21:21Z,0,False
R-qlSVSdea0,@priacogan2564,"Semoga Tuhan selalu melindungi aku dr judi, yg smp saat ini Tuhan selalu melindungi aku dr judi",2025-09-29T14:47:27Z,1,False
R-qlSVSdea0,@wzl-gmr-idn5814,"anjir ah gw dah kalah 3jt.an dalam 2 bulan ini 
bru di ksih 500k  lgi nyandu"" nya",2025-09-28T10:11:08Z,0,False
R-qlSVSdea0,@alan199seven,"intinya kalau mau main judi.. jangan yang slot, kalau mau main, ya main kartu aja.. kaya poker, qiu qiu dll.. karna yang ada lawan masih palyer.. berbeda dengan slot yang lawannya sama bandar, ya kali bandar mau ngasi lu duit buat cuma-cuma😂",2025-09-26T04:28:23Z,0,True
R-qlSVSdea0,@DiniLestari-g1i,Gua yang habis WD 67 jt bilek #SERU69,2025-09-24T16:30:55Z,0,True
R-qlSVSdea0,@Cgens6,"Mending judol biar kalah tp msh ada harapan menang. dr pada harapin pemerintah yang ngk becus. Uang pajak rakyat jauh lebih banyak di punggut buat hidup mewah pejabatnya. Dan yang bayar ke perintah ngk ada sejarah nya dibalikin ke rakyat.
Jangan alasan berupa fasilitas jalan dll yang berikan pemerintah ke rakyat. 
Nyatanya itu masih hutang luar negeri",2025-09-14T16:45:47Z,0,False
R-qlSVSdea0,@QQ0369-t1p,Ga main judi itu baru menang,2025-09-14T14:55:21Z,0,False
R-qlSVSdea0,@MelvinValentino-w3v,"Kalau konsep ""Joki Slot"" kayak gimana ci??",2025-09-14T08:52:54Z,0,True
R-qlSVSdea0,@BroKh-np2ok,ចប់,2025-09-13T14:09:52Z,0,False
R-qlSVSdea0,@TriGunawan-j2y,Info website judol yang ada Pokernya dong.. gak minat main slot,2025-09-11T14:49:02Z,0,True
R-qlSVSdea0,@bgjago2007,Permainan psikologi,2025-09-10T06:06:51Z,0,False
R-qlSVSdea0,@Baiiley789,Ka tolong cara menghilangkan ketagihan judol,2025-09-08T19:23:27Z,0,False
R-qlSVSdea0,@MaharRadja,Saya wd barusan gak di bayar,2025-09-08T17:38:58Z,0,True
R-qlSVSdea0,@MaharRadja,Situs ini penipu,2025-09-08T17:38:38Z,0,True
R-qlSVSdea0,@burhannocomment,Saya dulu pelaku pemain itu tau sekali sistem di kasih menang beberapa kali dan setelah menang di buat kalah lagi dan terus berulang sampai pemain sampai hilang akal untuk  Top Up atau Deposit,2025-09-08T08:37:20Z,0,True
R-qlSVSdea0,@syebbokucing,350T Masi banyak korupsi Pertamina 1000T,2025-08-29T15:18:08Z,0,False
R-qlSVSdea0,@wfirmansyah587,Legalin saja biar dana TDK lari keluar negeri. Namanya mimpi jadi makmur TDK ada yg tahan godaanya,2025-08-26T12:22:57Z,0,False
R-qlSVSdea0,@Selamet1833,Diterusin takut kalah gk ditrus takutmenang bandar pastitau begittu habis kosong pasti dikeluarinslot,2025-08-23T22:25:13Z,0,True
R-qlSVSdea0,@Selamet1833,Uang Haram gampang luntur uanga halal seperti emas24karat gk gampang luntur sbb murni,2025-08-23T22:21:26Z,0,False
R-qlSVSdea0,@Selamet1833,Lebih baik mintak yg diatas pasti murni seperti emas24karat gk gampang luntur minumlah air bersih pasti rsanya segar jangan minum dicampur minyak tetaaja rsanya gk segar,2025-08-23T22:18:26Z,0,False
R-qlSVSdea0,@Selamet1833,Bandar poin saldo jslot Tau kalau berhenti atau stop pasti dikeluarin saldo terachir,2025-08-23T22:14:13Z,0,True
R-qlSVSdea0,@Selamet1833,Bandar slot Tau klau kcil dapatnya kcil klau gede dptnya besar,2025-08-23T22:11:26Z,0,True
R-qlSVSdea0,@Selamet1833,Slot orang ragu tipuan poin terachir dibeli tkukoson gk dibeli ada isinya bandar tau kalau saldo habis baru dkeluarin pembeli banyak yg getun memang digituin,2025-08-23T22:01:44Z,0,True
R-qlSVSdea0,@sebataspengangguran8983,G ush ngurus orang main judol. Uang2 sndr kok. Yg di urus koruptor tu sm dpr yg sk makn uwng rakyat,2025-08-22T16:49:02Z,0,False
R-qlSVSdea0,@ertepitu-g7x,Indonesia harus bikin nih biar uang judol rakyat masuk nya ke negara,2025-08-22T01:49:44Z,0,False
R-qlSVSdea0,@fajrimamonto4065,Jadikan hiburan bukan mata pencaharian😂,2025-08-18T09:34:23Z,0,False
R-qlSVSdea0,@vien9809,susah sih.. antara duit dijudolin.. atau duit dikorupsiin..,2025-08-16T09:58:39Z,0,False
R-qlSVSdea0,@Yanto-st2gm,Bikin kaya orang luar.alhamdululah saya sih gak tertarik sama yang namanya judi.,2025-08-12T12:34:49Z,0,False
R-qlSVSdea0,@SitiCantik-d2j,"Penjelasan nya kurang maksimal 

Emng kalo yang pecah 

Merah biru toska kuning pemain bakalan rugi apalgi kalo tidak pecah ibarat kata zonk 


Misal 

100 spin dg bet 1000 yang pecah paling 40 spin yang zonk 60 spin 

Tapi kalo tidak ada petir nyangkut ya emng zonk 


Yang jelas gini sepengalaman saya 
Bandar akan kasih kemenangan diawal dan selebihnya akan kasih kekalahan 



Contoh 


Orang depo 100k dan saat main saldo naik 500k 


Itu udah katagori menang harusnya di widraw bisa tapi sipemain malah lanjut terus main sampai naikan bet jadi sekian ribu yang awalnya 1000k naik bet sampai 5000k misalnya dan zonk sampai saldo 500 malah tinggal 50k dan berujung rungkad 


Kesalahan bukan dibandar tapi kesalahan dipemain itu sendiri udah dikasih menang malah nafsu 😂


Intinya slot bahaya kalo nafsuan apalagi punya sifat serakah . 

Perbandingan menangnya tipis 

10% banding 90% 

10% buat pemain
90% buat bandar 

Mendingan kgak usah dah terjun begtuan 
Sumpah 
Mending duitnya buat ditabung. 


Yang udah berhenti Alhamdulillah 
Yang belum berhenti CPT CPT berhenti bahaya 
Yang belum coba jangan coba coba kecuali anda pengen ngerasain apa itu rungkad silahkan tapi jangan menyesal. 



Intinya SLOT MEMBAHAYAKAN.",2025-08-11T22:58:46Z,1,True
R-qlSVSdea0,@Nalaraclip,"Salah satu faktor ekonomi semakin lemah, Jud*ol💀",2025-08-11T10:20:35Z,0,False
R-qlSVSdea0,@Sugiarto-p4d,"Promosi judi slot , angel angel.",2025-08-11T09:14:46Z,0,True
R-qlSVSdea0,@MuhamadFredi,"Menang 5 juta, kalahnya 20 juta 🤣",2025-08-10T14:38:04Z,0,False
R-qlSVSdea0,@AloneWalkingStreetWorldWide,Murni hiburan!,2025-08-10T13:55:17Z,0,False
R-qlSVSdea0,@RizalHildanperman,"Mending judol dari pada bayar pajak,,,bikin sakit hati aja uangnya pada dikorupsi sama pejabat",2025-08-09T13:38:51Z,0,False
R-qlSVSdea0,@heriYanto-i8l,Gila duit masyarakat indonesia di negara Kamboja lewat judol parah nih  asli pantesan kita di tipu dengan judol,2025-08-09T10:30:53Z,0,True
R-qlSVSdea0,@diantoxentar5236,Itu settingan semua kecuali judi bola,2025-08-09T08:51:44Z,0,True
R-qlSVSdea0,@alvarodzakynata,"Kenapa roblok di blokir??!😢
 Padahal judi itu tidak di blokir GK adil😅😢
🙏",2025-08-08T21:00:59Z,0,False
R-qlSVSdea0,@marcelld.bpanjaitan3522,Hanya orang miskin lah yg mu dibodohi,2025-08-08T06:56:37Z,1,True
R-qlSVSdea0,@botakfantamerah,"Ini menyangkut sdm kita, gampang dikibulin!",2025-08-08T02:42:00Z,0,False
R-qlSVSdea0,@DewiMeldayanti,Ko bisa tau ka pmerintintah,2025-08-07T19:31:37Z,0,False
R-qlSVSdea0,@LIBASDOMINO,Mending dari pada di korupsi,2025-08-04T16:53:02Z,0,False
