video_id,author,comment_text,published_at,like_count,is_promo,ai_prob,label,ensemble_pred,ensemble_prob
YZ4N8jH5R_M,@HermanHerman-tp1us,"Maaf bang tapi sekarang km udah gak natural bawakan acara, podcast terakhir d nasi padang itu masih bagus tapi di pojok terminal ini km kbanyakan di buat2 jadi kurang bagus di lihatnya,
Apa adanya aja bang gak usah gimik2 gk jelas. 
Jangan jadi orang lain bang jadi bang pras aja,,🙏🙏",2025-11-15T23:20:20Z,0,False,1.6456253e-05,0,0,0.10301761961409835
YZ4N8jH5R_M,@zallesvhan,"Kontennya keren! Terus berkarya bang 🙌
Salam hoki dari 𝐊𝐈𝐍𝐎𝟒𝐃 , tempat hiburan online paling rame 🎰✨",2025-11-14T09:21:34Z,0,False,0.9966977,1,1,0.997856584261088
YZ4N8jH5R_M,@tedivirgiawan9996,Giliran yg lucu waktu nya cepet bngt😢,2025-11-12T16:07:14Z,0,False,0.0027747639,0,0,0.05032157152741299
YZ4N8jH5R_M,@entah02,Eh ada Pak jalal 😂😂,2025-11-12T12:39:29Z,0,False,0.003957591,0,0,0.007870907036768005
YZ4N8jH5R_M,@FandyFandy-u7d,Sekilas anakNya jarwo mirip te ocah yh..tau cMan aq yg ngerasa😂,2025-11-12T05:44:36Z,0,False,8.172534e-05,0,0,0.018884177570520855
YZ4N8jH5R_M,@faisalusman7963,Mirip rosa banget ini😂,2025-11-11T23:58:42Z,0,False,0.014234324,0,0,0.010650205067894472
YZ4N8jH5R_M,@nurjannah8803,"Di acaranya indra harusnya serame ini suaranya jadi tambah seru, sunyi bgt 😂",2025-11-11T04:23:30Z,0,False,0.0018618382,0,0,0.027399268610364135
YZ4N8jH5R_M,@rhiiyoanggara6419,Terlalu dar der dor 😅😅😅,2025-11-10T16:52:14Z,0,False,0.0008938475,0,0,0.030097714884795373
YZ4N8jH5R_M,@samuelmanalumanalu8681,Ga enak ga emosi pak Jarwo...,2025-11-10T15:38:29Z,0,False,0.002551111,0,0,0.03910112286980255
YZ4N8jH5R_M,@Thảo-Khúc-Quốc,mantep juga main di 【ÇÄRÌ ÐÌ GÖÖGLÈ：】:  【LAZADATOTO 】🔥🔥 barusan wd 3 ikat modal 100 aja,2025-11-10T14:07:10Z,0,True,0.9993455,1,1,0.99813772811318
YZ4N8jH5R_M,@NgocHien3f8dcg_248,minimal depo berapa ya bang aku ada saldo 50 nih pingin wd di 【ÇÄRÌ ÐÌ GÖÖGLÈ：】:  【LAZADATOTO 】🔥🔥,2025-11-10T14:06:53Z,0,True,0.99170244,1,1,0.9921020619782939
YZ4N8jH5R_M,@ThuyTramtoli1c_873,kenalin ni andalan gua 【ÇÄRÌ ÐÌ GÖÖGLÈ：】:  【LAZADATOTO 】🔥🔥 dijamin betah semua member dsini,2025-11-10T14:05:56Z,0,True,0.9864042,1,1,0.984934835237473
YZ4N8jH5R_M,@Vy.Trần.Bảo,【ÇÄRÌ ÐÌ GÖÖGLÈ：】:  【LAZADATOTO 】🔥🔥 bakal selalu jadi andalan gua di akhir bulan bestiee,2025-11-10T14:05:51Z,0,True,0.9857809,1,1,0.980945726266023
YZ4N8jH5R_M,@bìnhdiệpnguyệt1977,buruan coba di 【ÇÄRÌ ÐÌ GÖÖGLÈ：】:  【LAZADATOTO 】🔥🔥 minimal depo nya cuman 35k bestie,2025-11-10T14:05:43Z,0,True,0.9865068,1,1,0.9838594092746404
YZ4N8jH5R_M,@Sviệthữu,gak heran sama 【ÇÄRÌ ÐÌ GÖÖGLÈ：】:  【LAZADATOTO 】🔥🔥 pantesan semua pada betah maen,2025-11-10T14:05:28Z,0,True,0.9658271,1,1,0.9749043059254769
YZ4N8jH5R_M,@TrangVõXuân-9133,aku stay maen di 【ÇÄRÌ ÐÌ GÖÖGLÈ：】:  【LAZADATOTO 】🔥🔥 selalu dapat berkah nyaKuy klaim new member di 【ÇÄRÌ ÐÌ GÖÖGLÈ：】:  【LAZADATOTO 】🔥🔥 auto wd sih pastinya,2025-11-10T14:05:19Z,0,True,0.99999464,1,1,0.9951915612037253
YZ4N8jH5R_M,@Minh.Liễu.Xuân,nepati janji kali admin 【ÇÄRÌ ÐÌ GÖÖGLÈ：】:  【LAZADATOTO 】🔥🔥 salutbanget gua,2025-11-10T14:05:18Z,0,True,0.85934275,1,1,0.9646564320400011
YZ4N8jH5R_M,@ThanhHuong_940,Gampang banget merasakan wd di 【ÇÄRÌ ÐÌ GÖÖGLÈ：】:  【LAZADATOTO 】🔥🔥,2025-11-10T14:04:54Z,0,True,0.99834394,1,1,0.9962083314033985
YZ4N8jH5R_M,@HoaLan71nzdl_925,ada cambodia taiwan china japan hongkong sydney singapore p00ls gak ribet 【ÇÄRÌ ÐÌ GÖÖGLÈ：】:  【LAZADATOTO 】🔥🔥,2025-11-10T14:03:57Z,0,True,0.97747195,1,1,0.9708898046004244
YZ4N8jH5R_M,@adhityajr8048,👍👍👍👍👍,2025-11-10T09:01:38Z,0,False,0.0041640135,0,0,0.001160390414119644
YZ4N8jH5R_M,@daenavoice1212,"kalo pak jarwo udah kepancing emosinya,disitulah letak ngakak brutal penonton 😁",2025-11-10T05:21:18Z,2,False,0.00027341835,0,0,0.07968143889607344
YZ4N8jH5R_M,@rusdians2000,request bintang tamumunya dong om ded @Karyn Putry Lestari (KarynBukanKarny) yg dulu peserta stand up comedy  academy 3,2025-11-09T18:48:03Z,0,False,0.0005111463,0,0,0.014725448500486734
YZ4N8jH5R_M,@lingbebe5818,"Aku suka bgt sma p jarwo ini selalu dibuly lucu lah pelawak ini punya karakter yg beda .parto, jg ada bbrp jg",2025-11-09T13:27:41Z,0,False,0.0050109774,0,0,0.09935479773449735
YZ4N8jH5R_M,@IfanMalik-e7c,Prasss pasukan mati 🤟,2025-11-09T03:58:39Z,0,False,0.0015571915,0,0,0.015103227505436091
YZ4N8jH5R_M,@vasu2926,"Yang lain boleh lucu, tapi T0GEL62 lucunya natural banget! 😝",2025-11-09T01:11:14Z,0,True,0.8150367,1,1,0.9013429377102958
YZ4N8jH5R_M,@unbrukintosnovid3,Setiap video T0GEL62 tuh kayak recharge energi positif ⚡,2025-11-09T01:11:13Z,0,False,0.94229555,1,1,0.9129039996498249
YZ4N8jH5R_M,@ashwini7192,T0GEL62 tiap upload tuh kayak kejutan menyenangkan 😍,2025-11-09T01:11:12Z,0,False,0.9580368,1,1,0.9686048891863622
YZ4N8jH5R_M,@YopsehHenriquez,T0GEL62 bikin hari biasa jadi luar biasa 😍,2025-11-09T01:11:11Z,0,False,0.9097152,1,1,0.791833466793666
YZ4N8jH5R_M,@alfonsomedina-dr6lx,"T0GEL62 vibes-nya tuh wholesome banget, adem tapi fun 💫",2025-11-09T01:11:08Z,0,False,0.9045028,1,1,0.9107598357397704
YZ4N8jH5R_M,@King___khan___90-o5o,"Gila, chemistry kalian tuh dapet banget T0GEL62 🔥",2025-11-09T01:11:07Z,0,False,0.86921406,1,1,0.8673123965674154
YZ4N8jH5R_M,@JyotiSidar-2005,"Gak ngerti lagi, T0GEL62 tuh kayak sahabat virtual gitu 😍",2025-11-09T01:11:06Z,0,False,0.56769216,1,1,0.5957744441724715
YZ4N8jH5R_M,@komarstories,Kirain yang antar kopi si Yanti bang 😂😂😂😂,2025-11-09T00:06:00Z,0,False,0.00091328664,0,0,0.058468773482269185
YZ4N8jH5R_M,@Danke2u,""" Halo teman-teman, saya ingin berbagi pengalaman terkait platform investasi dan copy trading.""
Awalnya saya dipandu oleh beberapa orang dari Akademi Crypto ( AC ) Tangerang, mulai situs dan depositonya.
Tentu dengan janji2 keuntungan yang signifikan.
1.TRAXEARN. ( Sekarang situsnya menghilangkan jejak )
Saat penarikan, saya tidak bisa menarik deposit dan profitnya sampai sekarang.
2. BIPTRADE   ( Sekarang situsnya menghilangkan jejak termasuk WAnya ).
 Saat penarikan, saya tidak bisa menarik deposit dan profitnya sampai sekarang.
3. MIRROR  EDGE TRADING
  Dimana penarikan dana dijanjikan akan dibayar dengan Bitcoin ( BTC ).
Namun saat penarikan dana justru dilempar kepihak ketiga lewat dompet Coinbase web3,
tapi dalam bentuk token Thoreum V3 ( bukan BTC ).
Untuk Swap ke Btc saya harus bayar ribuan USD, inipun tidak ada jaminan.
Semua bukti transaksi dan komunikasi sudah saya simpan. Inilah salah satu sisi gelap beberapa orang dari Akademi Crypto ini.
Tidak ada yang menyangka orang2 tsb. telah mempertaruhkan reputasi dirinya dan Akademinya.
Tujuan saya memberi edukasi agar teman2 lebih hati-hati terhadap penipuan investasi yang menjanjikan imbal 
hasil tinggi tanpa transparansi.",2025-11-08T20:14:34Z,0,True,0.10549779,0,1,0.5626688036148246
YZ4N8jH5R_M,@wawangunawan9722,Ga asik ngobrol nya .. ga ada apa apa ktwa asik sendiri,2025-11-08T13:11:28Z,0,False,0.0027026518,0,0,0.01685200603458156
YZ4N8jH5R_M,@VrFairuz,dari Facebook akhirnya mampir ke sini terhibur dan subscribe.. makasi om ded fras serta tim cukup menghibur,2025-11-08T06:51:36Z,0,True,0.00032754894,0,0,0.03975090598615153
YZ4N8jH5R_M,@VrFairuz,😂 😂😂,2025-11-08T06:50:41Z,0,False,0.0041640135,0,0,0.0008612465007292923
YZ4N8jH5R_M,@nanungofficial,Asli cerita bang jarwo top😊😊,2025-11-08T01:25:46Z,0,False,0.0056564473,0,0,0.026198293279699098
YZ4N8jH5R_M,@hoalan1984,【ÇÄRÌ ÐÌ GÖÖGLÈ：】:  【LAZADATOTO 】🔥🔥 bikin gue selalu stay positif karena gacornya,2025-11-08T01:04:00Z,0,True,0.99241793,1,1,0.9972074654319599
YZ4N8jH5R_M,@Singleespeed,Anjani dan Praz kyak kakak beradik,2025-11-07T21:27:25Z,0,False,0.00051483425,0,0,0.006394801632667406
YZ4N8jH5R_M,@Viant_Poenya,Gak kalah luchu sama pas episode bang Parto. Sama-sama komedian senior,2025-11-07T15:59:50Z,0,False,0.00074990635,0,0,0.16486902703297998
YZ4N8jH5R_M,@ichimarmut4781,Pak Jalal😅,2025-11-07T15:42:46Z,0,False,0.001832133,0,0,0.005648223017955142
YZ4N8jH5R_M,@Wardinndaha,"Lama lama bungkus nih acara, bagusan acara yang ada ebel nya, lebih seruu lebih ngakak, rame lagii",2025-11-07T15:32:46Z,0,False,0.00044450824,0,0,0.04143043896652294
YZ4N8jH5R_M,@Satoe43fahri,next Komeng bang,2025-11-07T14:17:43Z,0,False,0.00040682068,0,0,0.025186835219447718
YZ4N8jH5R_M,@RezaldiFarhan-j5o,Bang undang vonzy dan sze dong,2025-11-07T13:04:20Z,0,False,0.004602375,0,0,0.20654193358582545
YZ4N8jH5R_M,@mieendang,Baru kali pelaku gak gue benci :v,2025-11-07T11:47:22Z,0,False,0.006773809,0,0,0.13973012766415244
YZ4N8jH5R_M,@AaHunting-w4m,p,2025-11-07T11:44:01Z,0,False,0.006562975,0,0,0.10498106115955891
YZ4N8jH5R_M,@surkim3877,ferry maryadi sama anak nya,2025-11-07T10:34:08Z,0,False,0.00228723,0,0,0.007002245707684268
YZ4N8jH5R_M,@niandrakirana9900,Next Denny Cagur bang please banget lah bang ini mah bang ini mah terima kasih sebelumnya,2025-11-07T09:15:56Z,0,False,0.00057843106,0,0,0.03545682605051184
YZ4N8jH5R_M,@IGustiBagusNgurahWirautama-u7z,Aku sehari sampe 20x nomor asing yang spam,2025-11-07T08:14:57Z,0,False,0.004709184,0,0,0.036242576453137255
YZ4N8jH5R_M,@KehidupandanKesehatan,habis ini bang mandra bisa kali yakk.. kn anak nya cakep jg tuhh,2025-11-07T07:55:08Z,0,False,0.0005136549,0,0,0.018039915422808216
YZ4N8jH5R_M,@FahmiAbdulGani-vh3ns,Klo ketawain pak jarwo kwat dosa gak ya? Soalnya dia org tua..😂😂,2025-11-07T07:43:35Z,0,False,0.00026081013,0,0,0.021674483687110623
YZ4N8jH5R_M,@HAILANNAYORA,"KOMBINASI YANG PAS
JARWO PRAS RISPO😂",2025-11-07T07:04:43Z,0,False,0.0044186655,0,0,0.045810379418947854
YZ4N8jH5R_M,@teguh1977,wih pras bajunya dead squad wkwkwkwk,2025-11-07T06:35:12Z,0,False,0.0003981141,0,0,0.02159218909930323
YZ4N8jH5R_M,@ChelseGaur,"Om dedi pelajari surah tammah.perdengarkan dikantor,digedung dpr.di istana presiden,di semua instansi.biar semua rohani bersih..ayo bantuin aku om buat nyebarin surah tammah..makasih om.",2025-11-07T06:08:45Z,0,False,0.0003609284,0,0,0.1135821136534397
YZ4N8jH5R_M,@kokomutakin5994,Pak jalal,2025-11-07T05:40:44Z,0,False,0.001832133,0,0,0.007784510649803453
YZ4N8jH5R_M,@SukunIreng-y8m,"Om dedd!! Tolong bantu bebasin saudara kita mas BOTOK yg lagi kena kasus di PATI.
Dia maju sebagai pahlawan untuk keadilan di PATI , tapi malah dijeblosin di penjara.
Tolong bantu MAS BOTOK ya Om ded 😢",2025-11-07T04:37:02Z,27,True,2.3919952e-06,0,0,0.18065722816910804
YZ4N8jH5R_M,@palampuran9377,Undang geral,2025-11-07T04:30:21Z,0,False,0.003494449,0,0,0.011732626615153873
YZ4N8jH5R_M,@AhmadMaulana-p2j,undang pakde Indro da prasz,2025-11-07T02:42:18Z,0,False,0.005669126,0,0,0.0070826664830594245
YZ4N8jH5R_M,@satriaalazhar8769,Abis ini bang Mandra dong sma anaknya seni betawi juga,2025-11-07T01:17:13Z,0,True,0.00047571264,0,0,0.05397921757606924
YZ4N8jH5R_M,@Porenjer-merah1,"Sehat"" Pak Jarwo",2025-11-07T00:41:54Z,0,False,0.0014260507,0,0,0.011744031319183034
YZ4N8jH5R_M,@Gagalcool,Di tunggu sule sama iki,2025-11-07T00:22:22Z,0,False,0.0027787776,0,0,0.12553351034945603
YZ4N8jH5R_M,@Harambescousin,Keren. Bintang tamu kali ini Gus Fring owner Los Pollos Hermanos,2025-11-06T22:27:42Z,0,False,0.0078894915,0,0,0.038870059725828035
YZ4N8jH5R_M,@ArslanLover-gk3nh,"Lagi rame banget di 𝐏𝐒𝐓𝐎𝐓𝐎𝟗𝟗, serius! Kalo telat tau, siap-siap jadi yang terakhir ngerti 😅",2025-11-06T21:23:19Z,0,False,0.9275452,1,1,0.9863543453950363
YZ4N8jH5R_M,@BntOxon,Jangan bilang gue gak kasih tahu ya... 𝐏𝐒𝐓𝐎𝐓𝐎𝟗𝟗 lagi rame banget! Isinya gak ngebosenin sama sekali!,2025-11-06T21:23:19Z,0,True,0.9913722,1,1,0.987965752301666
YZ4N8jH5R_M,@Fairy_11223,"Lo yang baca ini… iya, lo! Coba intip 𝐏𝐒𝐓𝐎𝐓𝐎𝟗𝟗. Seru, aneh, rame, absurd—semuanya ada!",2025-11-06T21:22:19Z,0,False,0.9828076,1,1,0.9854002138380533
YZ4N8jH5R_M,@Mr.mahajan_9061,Rahasia kecil: banyak hal random dan seru yang gak masuk akal… dan itu semua ada di 𝐏𝐒𝐓𝐎𝐓𝐎𝟗𝟗 👀,2025-11-06T21:22:18Z,0,False,0.96371007,1,1,0.929492362217536
YZ4N8jH5R_M,@ebdrahim,"Scroll sampe sini, berarti lo udah ditakdirkan buat buka 𝐏𝐒𝐓𝐎𝐓𝐎𝟗𝟗. Yuk, jangan dilawan takdirnya 😂",2025-11-06T21:22:05Z,0,False,0.9865116,1,1,0.9103242380979453
YZ4N8jH5R_M,@othoysrecipes,"Video ini seru, tapi percaya deh… 𝐏𝐒𝐓𝐎𝐓𝐎𝟗𝟗 tuh tempat orang-orang ngumpul pas gak tau mau ngapain 😆",2025-11-06T21:22:04Z,0,False,0.9350652,1,1,0.9931083452943862
YZ4N8jH5R_M,@OkelokokoStephen,"Gue gak nyuruh, tapi kalau lo penasaran... coba aja liat-liat 𝐏𝐒𝐓𝐎𝐓𝐎𝟗𝟗. Jangan salahin gue kalo lo jadi betah 😜",2025-11-06T21:21:49Z,0,True,0.99731,1,1,0.9831470867413852
YZ4N8jH5R_M,@blackpink3614-p5f,"Udah banyak yang ngebahas, tapi baru dikit yang sadar… 𝐏𝐒𝐓𝐎𝐓𝐎𝟗𝟗 lagi ada ‘sesuatu’. Jangan ketinggalan!",2025-11-06T21:21:49Z,0,False,0.93643963,1,1,0.9821057534454605
YZ4N8jH5R_M,@Fahad_Delta_Army,"Sumpah, vibes-nya pas banget! Kalau lo suka yang kayak gini, lo bakal betah banget mantengin 𝐏𝐒𝐓𝐎𝐓𝐎𝟗𝟗!",2025-11-06T21:21:36Z,0,True,0.99856997,1,1,0.9968255512276429
YZ4N8jH5R_M,@ScarbornX-p1b,"Yang suka hal-hal detail kayak gini, pasti demen juga explore isi dari 𝐏𝐒𝐓𝐎𝐓𝐎𝟗𝟗. Banyak kejutan menarik!",2025-11-06T21:21:37Z,0,False,0.9936697,1,1,0.9962947541452674
YZ4N8jH5R_M,@fcshorts168,"Buat yang suka konten kreatif & unik kayak gini, coba deh intip juga apa yang lagi rame di 𝐏𝐒𝐓𝐎𝐓𝐎𝟗𝟗",2025-11-06T21:21:36Z,0,False,0.9825024,1,1,0.9613585385277224
YZ4N8jH5R_M,@user-uf6ij9oh7b,.,2025-11-06T21:03:38Z,0,False,0.0041640135,0,0,0.009270092626794341
YZ4N8jH5R_M,@RatnaWibowo-v5k,Rumah makan taburaimu jakal diutara ugm bikin tambah macet bang praz rame banget,2025-11-06T20:10:22Z,0,False,0.013542579,0,0,0.12499767702843138
YZ4N8jH5R_M,@vavambekso8141,"Bang pras , undang di dani pace bule,",2025-11-06T19:34:01Z,0,False,0.00088880456,0,0,0.02196891019429487
